	Audience Score	Tomato-meter	Year	Genre	Director
682412	77	74	2000	Art House & International	Colin Nutley
682416	36	40	1960	Art House & International	Denis O'Dea
682421	34	8	2013	Art House & International	Manuel Sicilia
682426	68	50	2006	Art House & International	Maurice Jamal
682428	85	84	2008	Art House & International	Ka-Fai Wai
682436	56	55	1996	Art House & International	Stanley Tong
682448	47	29	2010	Art House & International	Sngmoo Lee
682450	61	43	2003	Art House & International	Alex Proyas
682466	55	86	2007	Art House & International	So Yong Kim
682478	87	91	2007	Art House & International	Anna Broinowski
682546	41	100	2009	Art House & International	Shawn Seet
682568	81	100	2010	Art House & International	Serge Bromberg
682572	46	88	2010	Art House & International	Ahron Keshales
682591	89	94	1960	Art House & International	François Truffaut
682594	57	100	1929	Art House & International	Yakov Protazanov
682613	33	50	1997	Art House & International	Luís Galvão Teles
682679	84	78	1970	Art House & International	François Truffaut
682694	85	98	2014	Art House & International	Eric Rohmer
682704	80	87	2003	Art House & International	Abbas Kiarostami
682711	76	80	2006	Art House & International	György Pálfi
682777	50	86	2008	Art House & International	Georges Gachot
682787	75	100	1976	Art House & International	Nicholas Gessner
682807	17	0	1994	Art House & International	Lizzie Borden
682817	57	64	2012	Art House & International	Stuart Beattie
682822	56	67	1933	Art House & International	Gustav Machatý
682845	49	68	2004	Art House & International	Claude Miller
682860	73	86	2005	Art House & International	Mitsuo Yanagimachi
682872	46	67	2004	Art House & International	Byung-chun Min
682878	65	80	1991	Art House & International	Mira Nair
682899	97	90	2003	Art House & International	Fernando Meirelles
682913	57	63	2006	Art House & International	Emily Morse
682984	92	86	2005	Art House & International	Anurag Kashyap
683020	49	50	2005	Art House & International	James Ivory
683042	70	83	1994	Art House & International	C.M. Talkington
683045	48	68	2010	Art House & International	Catherine Corsini
683064	84	86	2005	Art House & International	Prachya Pinkaew
683094	76	53	1997	Art House & International	Steven Soderbergh
683096	92	100	1954	Art House & International	Max Ophüls
683136	38	66	2013	Art House & International	Harmony Korine
683193	84	79	2007	Art House & International	Yoji Yamada
683282	50	50	2002	Art House & International	Ken Russell
683350	87	83	1958	Art House & International	Jacques Becker
683356	62	85	2012	Art House & International	Daniel Espinosa
683394	70	100	1971	Art House & International	Mikhail Kalatozov
683405	69	57	2007	Art House & International	Takashi Miike
683412	68	67	1995	Art House & International	Maria Maggenti
683418	79	100	1988	Art House & International	Jan Svankmajer
683420	72	45	2004	Art House & International	Aaron Woodley
683436	87	88	1968	Art House & International	Ingmar Bergman
683463	57	71	1995	Art House & International	John Irvin
683515	90	91	2006	Art House & International	Yoshifumi Kondo
683528	60	74	2010	Art House & International	Ho-Cheung Pang
683532	62	67	2011	Art House & International	Matthew Bate
683535	74	84	2012	Art House & International	Peter Chan
683537	85	54	2002	Art House & International	Park Chan-wook
683547	72	86	2007	Art House & International	Julie Delpy
683550	82	78	2004	Art House & International	Tony Gatlif
683558	91	93	2011	Art House & International	José Padilha
683562	42	44	2013	Art House & International	Conor McMahon
683577	82	84	2009	Art House & International	Yang Ik-Joon
683584	81	92	2005	Art House & International	Nicolas Winding Refn
683595	75	52	2005	Art House & International	Alain Jakubowicz
683604	94	100	2011	Art House & International	Mahmoud Kaabour
683625	55	60	1991	Art House & International	John Woo
683633	72	85	1981	Art House & International	Richard Marquand
683639	90	83	1965	Art House & International	Kaneto Shindô
683648	41	53	2007	Art House & International	Jay Jonroy
683655	41	50	2015	Art House & International	Hernán Guerschuny
683719	54	84	2011	Art House & International	Bertrand Tavernier
683767	88	81	2009	Art House & International	Nati Baratz
683792	68	93	2014	Art House & International	Chi-kin Kwok
683814	53	88	2012	Art House & International	Peter Templeman
683821	50	63	2013	Art House & International	Neil Jordan
683850	100	75	2003	Art House & International	Samir Naqqash
683890	53	64	1991	Art House & International	Bill Duke
683900	87	27	2001	Art House & International	Dominic Anciano
683924	83	77	2005	Art House & International	Sijie Dai
683929	70	40	1993	Art House & International	Mikael Salomon
683937	46	41	2001	Art House & International	Rob Morrow
683972	87	100	1974	Art House & International	Bruce Lee
683988	41	34	2001	Art House & International	Wayne Wang
683992	84	97	1968	Art House & International	Agnès Varda
684004	50	60	1994	Art House & International	John Greyson
684023	96	100	2007	Art House & International	Julia Bacha
684029	87	95	2012	Art House & International	Emad Burnat
684080	46	6	1994	Art House & International	Simon Wincer
684113	86	77	2003	Art House & International	Cédric Klapisch
684134	39	8	2009	Art House & International	Thanakorn Pongsuwan
684164	69	73	2007	Art House & International	Jonás Cuarón
684166	65	79	2009	Art House & International	Antonio Luigi Grimaldi
684235	64	20	2008	Art House & International	Carlos Moreno
684249	73	64	2001	Art House & International	Tsui Hark
684251	88	85	1999	Art House & International	Alejandro Amenábar
684271	90	98	2006	Art House & International	Chuan Lu
684312	83	75	2003	Art House & International	Wai-keung Lau
684321	84	89	1966	Art House & International	Eric Rohmer
684322	82	86	2006	Art House & International	Marcelo Gomes
684331	84	92	1972	Art House & International	Wei Lo
684370	71	90	1966	Art House & International	Silvio Narizzano
684382	76	92	1984	Art House & International	John Sayles
684402	24	31	2004	Art House & International	Marc Evans
684414	57	78	2002	Art House & International	Gary Winick
684423	82	93	1966	Art House & International	Richard Brooks I
684442	81	54	2012	Art House & International	Marcel Rasquin
684443	68	60	2005	Art House & International	Katsuhiro Ôtomo
684445	86	100	1969	Art House & International	Jack Couffer
684463	93	91	2010	Art House & International	Juan J. Campanella
684479	83	83	1988	Art House & International	John Woo
684497	94	100	2005	Art House & International	Ji-woon Kim
684499	66	80	1995	Art House & International	Ben Lewin
684545	50	38	2005	Art House & International	Takashi Shimizu
684559	37	0	2000	Art House & International	Michel Lemire
684565	85	94	2005	Art House & International	Lori Silverbush
684572	90	78	1994	Art House & International	Jan Svankmajer
684587	38	77	1957	Art House & International	Jean Renoir
684649	50	8	2003	Art House & International	Andrew Molina
684689	97	100	1954	Art House & International	Akira Kurosawa
684711	51	64	2010	Art House & International	Antoine De Baecque
684733	90	100	1976	Art House & International	Peter Watkins
684751	53	57	2002	Art House & International	Shinsuke Sato
684773	65	80	1995	Art House & International	Anthony Waller
684782	51	38	1985	Art House & International	John Landis
684813	88	56	1992	Art House & International	Darrel James Roodt
684818	86	67	1998	Art House & International	Carlos Saura
684848	29	30	2003	Art House & International	Kenta Fukasaku
684857	69	71	2011	Art House & International	Jennifer Fox
684891	76	81	1972	Art House & International	Bernardo Bertolucci
684896	66	82	2001	Art House & International	Paul Cox
684903	89	89	2007	Art House & International	Heddy Honigmann
684906	31	88	1979	Art House & International	David Cronenberg
684918	81	100	1989	Art House & International	Jacques Rivette
684932	61	36	2012	Art House & International	Xiaogang Feng
684942	79	91	1984	Art House & International	Ingmar Bergman
684953	83	100	1953	Art House & International	Ingmar Bergman
684956	82	84	1999	Art House & International	Tim Roth
684973	44	0	2012	Art House & International	Lisa Kirk Colburn
684988	72	82	2012	Art House & International	Alain Gagnol
684992	86	90	1993	Art House & International	Jane Campion
685012	62	70	1985	Art House & International	Jean-Luc Godard
685018	63	73	1961	Art House & International	Ishirô Honda
685054	69	65	2004	Art House & International	François Ozon
685107	90	89	2001	Art House & International	Yimou Zhang
685109	78	72	2011	Art House & International	Martin Koolhoven
685114	90	97	1955	Art House & International	Jean-Pierre Melville
685128	89	44	2004	Art House & International	Yann Samuell
685161	84	92	2011	Art House & International	Wilson Yip
685164	62	43	1993	Art House & International	Jing Wong
685205	94	90	2001	Art House & International	Kar Wai Wong
685226	64	94	1993	Art House & International	Kirk Wong
685282	80	90	1997	Art House & International	Shirley Barrett
685328	35	57	1961	Art House & International	Sergio Leone
685357	70	81	2002	Art House & International	Matteo Garrone
685358	21	20	1993	Art House & International	James Harris
685364	53	70	1999	Art House & International	Hugh Hudson
685368	79	88	2001	Art House & International	Lone Scherfig
685372	90	100	2010	Art House & International	Lucy Walker
685376	65	36	2013	Art House & International	Mark Lamprell
685437	91	86	1996	Art House & International	Lars von Trier
685440	60	22	2006	Art House & International	Randall Miller
685442	86	100	1985	Art House & International	James Ivory
685453	68	80	1981	Art House & International	Karel Reisz
685464	89	93	1956	Art House & International	Inoshiro Honda
685472	81	75	1999	Art House & International	Bernardo Bertolucci
685475	57	68	2007	Art House & International	Bruno Dumont
685494	55	50	2009	Art House & International	Lars von Trier
685508	89	88	1969	Art House & International	Brian G. Hutton
685540	68	64	2007	Art House & International	Timur Bekmambetov
685541	81	100	1967	Art House & International	Shohei Imamura
685544	55	63	1977	Art House & International	Sam Wanamaker
685568	50	33	2014	Art House & International	Peter Fudakowski
685581	74	71	2004	Art House & International	Tanit Jitnukul
685594	61	61	2003	Art House & International	Gus Van Sant
685648	32	50	1999	Art House & International	Stuart Raffill
685670	55	20	2005	Art House & International	Stanley Tong
685686	89	91	1996	Art House & International	Masayuki Suo
685688	74	63	1991	Art House & International	Volker Schlöndorff
685712	82	100	1995	Art House & International	Shekhar Kapur
685722	71	63	1969	Art House & International	Agnès Varda
685787	78	83	2007	Art House & International	Ki-duk Kim
685789	70	40	2004	Art House & International	Ryuhei Kitamura
685810	37	40	2013	Art House & International	Nicolas Winding Refn
685840	94	75	1975	Art House & International	Akira Kurosawa
685844	73	89	2004	Art House & International	Chad Friedrichs
685866	93	95	1997	Art House & International	Takeshi Kitano
685867	79	90	2010	Art House & International	Sylvain Chomet
685886	36	25	1963	Art House & International	Poul Bang
685904	62	17	2000	Art House & International	Terry Winsor
685909	67	28	2003	Art House & International	Peter Sehr
686030	59	73	2003	Art House & International	Damian Pettigrew
686040	73	71	2010	Art House & International	Ferzan zpetek
686048	76	54	2005	Art House & International	Prachya Pinkaew
686067	70	92	1965	Art House & International	Bernardo Bertolucci
686081	56	54	2007	Art House & International	John Turturro
686098	91	93	2004	Art House & International	Jacques Richard
686123	64	70	2008	Art House & International	Donal MacIntyre
686143	61	100	2012	Art House & International	Karan Malhotra
686169	79	89	1999	Art House & International	Mike Leigh
686173	84	90	2013	Art House & International	Leos Carax
686263	89	99	2002	Art House & International	Thomas Riedelsheimer
686291	15	14	1986	Art House & International	Jim Goddard
686301	90	93	2010	Art House & International	Hae-sung Song
686313	32	72	2004	Art House & International	Chris Kentis
686333	82	87	2008	Art House & International	Ole Christian Madsen
686339	75	88	1987	Art House & International	Werner Herzog
686343	77	48	1997	Art House & International	Richard Spence
686377	67	41	2005	Art House & International	Alexandre Aja
686392	72	64	2002	Art House & International	Oxide Pang Chun
686423	45	40	2005	Art House & International	Brett Leonard
686431	73	45	2004	Art House & International	Hugo Rodríguez
686432	88	77	1966	Art House & International	Claude Lalouche
686467	86	89	1957	Art House & International	J. Lee Thompson
686468	80	100	1966	Art House & International	Seijun Suzuki
686480	81	59	1970	Art House & International	Richard Fleischer
686483	72	71	2010	Art House & International	Ella Lemhagen
686490	75	100	1952	Art House & International	Federico Fellini
686497	80	96	2001	Art House & International	Laurent Cantet
686498	87	80	1996	Art House & International	Bille August
686545	87	97	2015	Art House & International	Asghar Farhadi
686577	85	78	2004	Art House & International	Jean-Pierre Jeunet
686627	70	74	2011	Art House & International	Xavier Dolan
686640	73	44	2002	Art House & International	Ngozi Onwurah
686646	79	85	2010	Art House & International	Lance Daly
686649	50	64	2013	Art House & International	Jonathan Demme
686683	73	85	1954	Art House & International	Luchino Visconti
686739	78	95	2011	Art House & International	Mathieu Kassovitz
686786	82	100	2011	Art House & International	Peter Marcello
686789	57	74	2006	Art House & International	Ye Lou
686813	37	34	2002	Art House & International	Bart Freundlich
686828	81	96	2007	Art House & International	Johnnie To
686831	48	67	1995	Art House & International	Michael Blakemore
686833	10	11	2002	Art House & International	Uwe Boll
686874	91	75	1992	Art House & International	Rémy Belvaux
686881	83	84	2010	Art House & International	Ji-woon Kim
686894	71	71	1995	Art House & International	Margarethe von Trotta
686907	81	64	2005	Art House & International	Sion Sono
686912	93	95	2001	Art House & International	Ashutosh Gowariker
686930	53	73	1971	Art House & International	Dario Argento
686950	49	71	2003	Art House & International	Robert Altman
686957	79	100	1964	Art House & International	Robert Bresson
686971	96	82	1999	Art House & International	Majid Majidi
686980	28	35	2003	Art House & International	Rick de Oliveira
687044	74	67	1988	Art House & International	Claude Miller
687074	55	63	2011	Art House & International	Yuen Wo-Ping
687077	87	80	1979	Art House & International	George Roy Hill
687078	91	98	1964	Art House & International	Sergio Leone
687123	67	60	2009	Art House & International	Tung-Shing Yee
687133	78	71	2003	Art House & International	David Gordon Green
687137	68	80	2000	Art House & International	Jenniphr Goodman
